{'user_name_x': '狗子队长★', 'user_code_x': '抖音号： gouzi73600765', 'user_desc_x': '比：73600765、73603242\n更多日常花絮尽在比哦～\n粉丝群：878558219\n无小号，勿上当。\n商务合作V：yuxinshangwu_\n红人招募：504297582@qq.com', 'user_fans_x': '2024.1w', 'user_care_x': '24', 'user_awesome_x': '5.0亿', 'user_piece_x': '341'}
{'user_name_x': '七喜喜', 'user_code_x': '抖音号： 7xi8230', 'user_desc_x': '哈士奇：七喜 妹妹 水瓶座\n柯基：九耳哥哥 金牛座\n工作繁忙，更新比较慢希望大家见谅哦爱你们！\n（公会勿扰，谢谢）', 'user_fans_x': '26.1w', 'user_care_x': '595', 'user_awesome_x': '538.2w', 'user_piece_x': '140'}
{'user_name_x': '柴犬姜老三', 'user_code_x': '抖音号： 5446401', 'user_desc_x': '老三美照都在柴犬姜老三\n养宠交流Vshizi0203', 'user_fans_x': '59.4w', 'user_care_x': '125', 'user_awesome_x': '2048.8w', 'user_piece_x': '417'}
{'user_name_x': '柴犬姜老三', 'user_code_x': '抖音号： 5446401', 'user_desc_x': '老三美照都在柴犬姜老三\n养宠交流Vshizi0203', 'user_fans_x': '59.4w', 'user_care_x': '125', 'user_awesome_x': '2048.8w', 'user_piece_x': '417'}
{'user_name_x': '大智若愚哈士奇五一', 'user_code_x': '抖音号： 6666.888.88', 'user_desc_x': '赛级布艺质检官\n\n：赛级哈士奇和金毛幼犬\n\n：hashiqiwuyi51\n\n五一：2020年8月cku冠军登陆\n一二：2020年8月出生，五一好徒弟一枚', 'user_fans_x': '88.4w', 'user_care_x': '530', 'user_awesome_x': '1963.3w', 'user_piece_x': '377'}
{'user_name_x': '大智若愚哈士奇五一', 'user_code_x': '抖音号： 6666.888.88', 'user_desc_x': '赛级布艺质检官\n\n：赛级哈士奇和金毛幼犬\n\n：hashiqiwuyi51\n\n五一：2020年8月cku冠军登陆\n一二：2020年8月出生，五一好徒弟一枚', 'user_fans_x': '88.4w', 'user_care_x': '530', 'user_awesome_x': '1963.3w', 'user_piece_x': '377'}
{'user_name_x': '广东台-触电新闻', 'user_code_x': '抖音号： itouchtv', 'user_desc_x': '热点资讯 一手掌握\n报料邮箱：xianchang@itouchtv.cn\n欢迎投稿报料', 'user_fans_x': '538.8w', 'user_care_x': '186', 'user_awesome_x': '2.1亿', 'user_piece_x': '6596'}
{'user_name_x': '广东台-触电新闻', 'user_code_x': '抖音号： itouchtv', 'user_desc_x': '热点资讯 一手掌握\n报料邮箱：xianchang@itouchtv.cn\n欢迎投稿报料', 'user_fans_x': '538.8w', 'user_care_x': '186', 'user_awesome_x': '2.1亿', 'user_piece_x': '6596'}
{'user_name_x': '大象新闻', 'user_code_x': '抖音号： ElephantNews', 'user_desc_x': '脚踏实地做新闻！\n拍客投稿，请发送至daxiangbaoliao@163.com\n求助帮忙请关注后私信（时间+地点+人物+事件+联系方式）', 'user_fans_x': '556.0w', 'user_care_x': '165', 'user_awesome_x': '3.0亿', 'user_piece_x': '11468'}
{'user_name_x': '大象新闻', 'user_code_x': '抖音号： ElephantNews', 'user_desc_x': '脚踏实地做新闻！\n拍客投稿，请发送至daxiangbaoliao@163.com\n求助帮忙请关注后私信（时间+地点+人物+事件+联系方式）', 'user_fans_x': '556.0w', 'user_care_x': '165', 'user_awesome_x': '3.0亿', 'user_piece_x': '11468'}
{'user_name_x': '哈哈是我狗子', 'user_code_x': '抖音号： 179094673', 'user_desc_x': '因为抖音，我喜欢上了哈士奇，现在买了一只小二哈回来，取名：哈哈，以后你就是我的狗子了。希望你爱家、护家、不拆家', 'user_fans_x': '1.5w', 'user_care_x': '352', 'user_awesome_x': '47.7w', 'user_piece_x': '994'}
{'user_name_x': '哈哈是我狗子', 'user_code_x': '抖音号： 179094673', 'user_desc_x': '因为抖音，我喜欢上了哈士奇，现在买了一只小二哈回来，取名：哈哈，以后你就是我的狗子了。希望你爱家、护家、不拆家', 'user_fans_x': '1.5w', 'user_care_x': '352', 'user_awesome_x': '47.7w', 'user_piece_x': '994'}
{'user_name_x': '山东人民广播电台', 'user_code_x': '抖音号： SDRMGBDT', 'user_desc_x': '有影响力的主流媒体，影响有影响力的人！\n新闻热线：9600195。帮助有需要的人。', 'user_fans_x': '289.1w', 'user_care_x': '125', 'user_awesome_x': '1.2亿', 'user_piece_x': '9348'}
{'user_name_x': '山东人民广播电台', 'user_code_x': '抖音号： SDRMGBDT', 'user_desc_x': '有影响力的主流媒体，影响有影响力的人！\n新闻热线：9600195。帮助有需要的人。', 'user_fans_x': '289.1w', 'user_care_x': '125', 'user_awesome_x': '1.2亿', 'user_piece_x': '9348'}
{'user_name_x': '年货大团圆', 'user_code_x': '抖音号： xinteng612', 'user_desc_x': '家里有三只博美神宝狗狗\n大宝：糖糖 从没把自己当狗子的狗子（娇生惯养）\n二宝：果果 脾气好也变得更听话了（也年轻过）\n三宝：饼干 最耐不住寂寞的狗子（初生牛犊不怕虎）\n分享狗子三口生活的趣事，认识不一样的狗子', 'user_fans_x': '77', 'user_care_x': '110', 'user_awesome_x': '927', 'user_piece_x': '19'}
{'user_name_x': '年货大团圆', 'user_code_x': '抖音号： xinteng612', 'user_desc_x': '家里有三只博美神宝狗狗\n大宝：糖糖 从没把自己当狗子的狗子（娇生惯养）\n二宝：果果 脾气好也变得更听话了（也年轻过）\n三宝：饼干 最耐不住寂寞的狗子（初生牛犊不怕虎）\n分享狗子三口生活的趣事，认识不一样的狗子', 'user_fans_x': '77', 'user_care_x': '110', 'user_awesome_x': '927', 'user_piece_x': '19'}
{'user_name_x': 'DV现场', 'user_code_x': '抖音号： gdtvdvxc', 'user_desc_x': '进来的点个关注\n\n立足广东，传播世界！\n权威发布，直击现场！\n每晚广东广播电视台公共频道7点直播\n\n爆料投稿看这里\n邮箱：dvxcxmt@163.com', 'user_fans_x': '949.5w', 'user_care_x': '100', 'user_awesome_x': '2.9亿', 'user_piece_x': '25381'}
{'user_name_x': 'DV现场', 'user_code_x': '抖音号： gdtvdvxc', 'user_desc_x': '进来的点个关注\n\n立足广东，传播世界！\n权威发布，直击现场！\n每晚广东广播电视台公共频道7点直播\n\n爆料投稿看这里\n邮箱：dvxcxmt@163.com', 'user_fans_x': '949.5w', 'user_care_x': '100', 'user_awesome_x': '2.9亿', 'user_piece_x': '25381'}
{'user_name_x': '新闻连连看', 'user_code_x': '抖音号： mspdxwllk', 'user_desc_x': '河南广播电视台民生频道', 'user_fans_x': '175.8w', 'user_care_x': '20', 'user_awesome_x': '5524.3w', 'user_piece_x': '3693'}
{'user_name_x': '新闻连连看', 'user_code_x': '抖音号： mspdxwllk', 'user_desc_x': '河南广播电视台民生频道', 'user_fans_x': '175.8w', 'user_care_x': '20', 'user_awesome_x': '5524.3w', 'user_piece_x': '3693'}
{'user_name_x': '萌宠宝贝', 'user_code_x': '抖音号： 90808915699', 'user_desc_x': '感谢平台\n持续发布优质作品\n喜欢小动物的关注我', 'user_fans_x': '4225', 'user_care_x': '14', 'user_awesome_x': '1.0w', 'user_piece_x': '15'}
{'user_name_x': '萌宠宝贝', 'user_code_x': '抖音号： 90808915699', 'user_desc_x': '感谢平台\n持续发布优质作品\n喜欢小动物的关注我', 'user_fans_x': '4225', 'user_care_x': '14', 'user_awesome_x': '1.0w', 'user_piece_x': '15'}
{'user_name_x': '年货大团圆', 'user_code_x': '抖音号： xinteng612', 'user_desc_x': '家里有三只博美神宝狗狗\n大宝：糖糖 从没把自己当狗子的狗子（娇生惯养）\n二宝：果果 脾气好也变得更听话了（也年轻过）\n三宝：饼干 最耐不住寂寞的狗子（初生牛犊不怕虎）\n分享狗子三口生活的趣事，认识不一样的狗子', 'user_fans_x': '77', 'user_care_x': '110', 'user_awesome_x': '927', 'user_piece_x': '19'}
{'user_name_x': '年货大团圆', 'user_code_x': '抖音号： xinteng612', 'user_desc_x': '家里有三只博美神宝狗狗\n大宝：糖糖 从没把自己当狗子的狗子（娇生惯养）\n二宝：果果 脾气好也变得更听话了（也年轻过）\n三宝：饼干 最耐不住寂寞的狗子（初生牛犊不怕虎）\n分享狗子三口生活的趣事，认识不一样的狗子', 'user_fans_x': '77', 'user_care_x': '110', 'user_awesome_x': '927', 'user_piece_x': '19'}
{'user_name_x': 'DV现场', 'user_code_x': '抖音号： gdtvdvxc', 'user_desc_x': '进来的点个关注\n\n立足广东，传播世界！\n权威发布，直击现场！\n每晚广东广播电视台公共频道7点直播\n\n爆料投稿看这里\n邮箱：dvxcxmt@163.com', 'user_fans_x': '949.5w', 'user_care_x': '100', 'user_awesome_x': '2.9亿', 'user_piece_x': '25381'}
{'user_name_x': 'DV现场', 'user_code_x': '抖音号： gdtvdvxc', 'user_desc_x': '进来的点个关注\n\n立足广东，传播世界！\n权威发布，直击现场！\n每晚广东广播电视台公共频道7点直播\n\n爆料投稿看这里\n邮箱：dvxcxmt@163.com', 'user_fans_x': '949.5w', 'user_care_x': '100', 'user_awesome_x': '2.9亿', 'user_piece_x': '25381'}
{'user_name_x': '新闻连连看', 'user_code_x': '抖音号： mspdxwllk', 'user_desc_x': '河南广播电视台民生频道', 'user_fans_x': '175.8w', 'user_care_x': '20', 'user_awesome_x': '5524.3w', 'user_piece_x': '3693'}
{'user_name_x': '新闻连连看', 'user_code_x': '抖音号： mspdxwllk', 'user_desc_x': '河南广播电视台民生频道', 'user_fans_x': '175.8w', 'user_care_x': '20', 'user_awesome_x': '5524.3w', 'user_piece_x': '3693'}
{'user_name_x': '萌宠宝贝', 'user_code_x': '抖音号： 90808915699', 'user_desc_x': '感谢平台\n持续发布优质作品\n喜欢小动物的关注我', 'user_fans_x': '4225', 'user_care_x': '14', 'user_awesome_x': '1.0w', 'user_piece_x': '15'}
{'user_name_x': '萌宠宝贝', 'user_code_x': '抖音号： 90808915699', 'user_desc_x': '感谢平台\n持续发布优质作品\n喜欢小动物的关注我', 'user_fans_x': '4225', 'user_care_x': '14', 'user_awesome_x': '1.0w', 'user_piece_x': '15'}
